brand,screenSize,energyConsumption,star,screenTech
aiwa,24.0,105.0,4.0,LED
aiwa,24.0,82.0,5.0,LED
aiwa,24.0,91.0,4.5,LCD
aiwa,31.0,145.0,4.5,LED
aiwa,31.0,104.0,6.0,LED
aiwa,32.0,125.0,5.0,LED
aiwa,32.0,116.0,5.5,LED
aiwa,39.0,148.0,6.0,LED
aiwa,39.0,189.0,5.0,LCD
aiwa,40.0,198.0,4.5,LED
aiwa,42.0,210.0,4.5,LED
aiwa,49.0,265.0,5.0,LED
aiwa,50.0,211.0,6.0,LED
aiwa,50.0,276.0,5.0,OLED
aiwa,55.0,320.0,5.0,LCD
aiwa,64.0,404.0,5.5,LCD
aiwa,64.0,499.0,4.5,LED
aiwa,65.0,468.0,4.5,LED
aiwa,70.0,576.0,4.5,LED
akai,24.0,68.0,6.0,LED
akai,24.0,68.0,6.0,LED
akai,24.0,68.0,6.0,LED
akai,24.0,60.0,6.0,LED
akai,24.0,60.0,6.0,LED
akai,24.0,60.0,6.0,LED
akai,31.0,104.0,6.0,LCD
akai,32.0,101.0,6.0,LED
akai,32.0,90.0,6.0,LCD
akai,32.0,98.0,6.0,LED
akai,39.0,150.0,6.0,LCD
akai,39.0,149.0,6.0,LCD
akai,39.0,131.0,6.0,LCD
akai,43.0,172.0,6.0,LCD
akai,49.0,225.0,6.0,LCD
akai,50.0,204.0,6.0,LCD
akai,50.0,202.0,6.0,LED
akai,55.0,272.0,6.0,LCD
akai,55.0,251.0,6.0,LED
akai,55.0,267.0,6.0,LED
akai,55.0,256.0,6.0,LED
akai,58.0,301.0,6.0,LED
akai,65.0,370.0,6.0,LCD
akai,65.0,368.0,6.0,LCD
akai,65.0,362.0,6.0,LED
akai,65.0,367.0,6.0,LED
akai,70.0,372.0,6.0,LCD
akai,74.0,480.0,6.0,LCD
akai,75.0,404.0,6.0,LED
akai,75.0,474.0,6.0,LED
akai,85.0,600.0,6.0,LCD
altius,24.0,66.0,6.0,LCD
altius,32.0,102.0,6.0,LED
altius,32.0,90.0,6.0,LCD
aoa,19.0,58.0,5.0,LED
aoa,32.0,119.0,5.0,LCD
aoa,40.0,176.0,5.0,LCD
aoa,50.0,270.0,5.0,LED
avel innovations,24.0,90.0,4.5,LED
avel innovations,24.0,91.0,4.5,LED
avel innovations,32.0,145.0,4.5,LED
bauhn,24.0,66.0,6.0,LCD
bauhn,24.0,61.0,6.0,LED
bauhn,24.0,68.0,6.0,LCD
bauhn,24.0,67.0,6.0,LED
bauhn,24.0,67.0,6.0,LED
bauhn,31.0,104.0,6.0,LED
bauhn,31.0,104.0,6.0,LED
bauhn,31.0,104.0,6.0,LED
bauhn,31.0,104.0,6.0,LCD
bauhn,32.0,101.0,6.0,LCD
bauhn,32.0,101.0,6.0,LED
bauhn,32.0,101.0,6.0,LED
bauhn,32.0,101.0,6.0,LED
bauhn,32.0,101.0,6.0,LED
bauhn,32.0,99.0,6.0,LED
bauhn,32.0,105.0,6.0,LED
bauhn,39.0,151.0,6.0,LCD
bauhn,39.0,151.0,6.0,LCD
bauhn,39.0,151.0,6.0,LCD
bauhn,39.0,149.0,6.0,LED
bauhn,39.0,149.0,6.0,LED
bauhn,39.0,148.0,6.0,LED
bauhn,39.0,148.0,6.0,LED
bauhn,39.0,148.0,6.0,LED
bauhn,40.0,189.0,5.0,LED
bauhn,40.0,189.0,5.0,LED
bauhn,40.0,189.0,5.0,LED
bauhn,41.0,157.0,6.0,LCD
bauhn,43.0,172.0,6.0,LCD
bauhn,43.0,172.0,6.0,LCD
bauhn,43.0,172.0,6.0,LCD
bauhn,43.0,170.0,6.0,LED
bauhn,43.0,170.0,6.0,LED
bauhn,49.0,220.0,6.0,LCD
bauhn,49.0,225.0,6.0,LCD
bauhn,49.0,225.0,6.0,LCD
bauhn,49.0,220.0,6.0,LED
bauhn,50.0,220.0,6.0,LCD
bauhn,50.0,225.0,6.0,LED
bauhn,50.0,210.0,6.0,LED
bauhn,55.0,305.0,5.5,LCD
bauhn,55.0,272.0,6.0,LED
bauhn,55.0,272.0,6.0,LCD
bauhn,55.0,267.0,6.0,LED
bauhn,55.0,256.0,6.0,LED
bauhn,55.0,256.0,6.0,LED
bauhn,55.0,256.0,6.0,LED
bauhn,57.0,298.0,6.0,LCD
bauhn,57.0,298.0,6.0,LCD
bauhn,57.0,275.0,6.0,LCD
bauhn,58.0,301.0,6.0,LED
bauhn,58.0,298.0,6.0,LCD
bauhn,60.0,296.0,6.0,LCD
bauhn,60.0,296.0,6.0,LCD
bauhn,60.0,299.0,6.0,LCD
bauhn,60.0,320.0,6.0,LCD
bauhn,65.0,360.0,6.0,LED
bauhn,65.0,360.0,6.0,LED
bauhn,65.0,360.0,6.0,LED
bauhn,65.0,371.0,6.0,LCD
bauhn,65.0,345.0,6.0,LCD
bauhn,65.0,367.0,6.0,LED
bauhn,65.0,360.0,6.0,LCD
bauhn,65.0,371.0,6.0,LCD
bauhn,70.0,420.0,6.0,LCD
bauhn,70.0,397.0,6.0,LCD
bauhn,70.0,405.0,6.0,LCD
bauhn,70.0,420.0,6.0,LCD
bauhn,70.0,400.0,6.0,LED
bauhn,70.0,400.0,6.0,LED
bauhn,70.0,405.0,6.0,LCD
bauhn,70.0,395.0,6.0,LCD
bauhn,70.0,395.0,6.0,LCD
bauhn,70.0,395.0,6.0,LCD
bauhn,70.0,395.0,6.0,LCD
bauhn,74.0,480.0,6.0,LCD
bauhn,75.0,393.0,6.0,LED
bauhn,75.0,469.0,6.0,LED
bauhn,75.0,490.0,6.0,LCD
bauhn,75.0,474.0,6.0,LED
bauhn,82.0,651.0,5.5,LED
bauhn,85.0,600.0,6.0,LCD
bauhn,85.0,600.0,6.0,LCD
blaupunkt,24.0,84.0,5.0,LCD
blaupunkt,24.0,78.0,5.0,LCD
blaupunkt,24.0,105.0,4.0,LED
blaupunkt,24.0,93.0,4.5,LED
blaupunkt,24.0,76.0,5.5,LED
blaupunkt,24.0,76.0,5.5,LED
blaupunkt,24.0,76.0,5.5,LED
blaupunkt,24.0,76.0,5.5,LED
blaupunkt,24.0,76.0,5.5,LED
blaupunkt,24.0,94.0,4.5,LCD
blaupunkt,24.0,107.0,4.0,LCD
blaupunkt,31.0,130.0,5.0,LCD
blaupunkt,31.0,130.0,5.0,LCD
blaupunkt,32.0,125.0,5.0,LED
blaupunkt,32.0,133.0,4.5,LED
blaupunkt,32.0,125.0,5.0,LED
blaupunkt,32.0,131.0,5.0,LED
blaupunkt,32.0,118.0,5.5,LCD
blaupunkt,40.0,176.0,5.0,LED
blaupunkt,40.0,186.0,5.0,LCD
blaupunkt,40.0,186.0,5.0,LCD
blaupunkt,40.0,186.0,5.0,LCD
blaupunkt,41.0,230.0,4.5,LED
blaupunkt,42.0,240.0,4.0,LED
blaupunkt,42.0,208.0,5.0,LED
blaupunkt,42.0,199.0,5.0,LCD
blaupunkt,43.0,212.0,5.0,LED
blaupunkt,49.0,315.0,4.5,LED
blaupunkt,49.0,288.0,4.5,LED
blaupunkt,50.0,210.0,6.0,LED
blaupunkt,50.0,330.0,4.0,LED
blaupunkt,50.0,400.0,3.0,LED
blaupunkt,50.0,370.0,3.5,LED
blaupunkt,55.0,330.0,5.0,LED
blaupunkt,55.0,455.0,3.5,LCD
blaupunkt,55.0,332.0,5.0,LED
blaupunkt,55.0,380.0,4.5,LCD
blaupunkt,55.0,349.0,4.5,LCD
blaupunkt,55.0,349.0,4.5,LCD
blaupunkt,57.0,298.0,6.0,LED
blaupunkt,57.0,468.0,4.0,LED
blaupunkt,57.0,468.0,4.0,LED
blaupunkt,58.0,370.0,5.0,LED
blaupunkt,58.0,405.0,4.5,LED
blaupunkt,60.0,405.0,5.0,LED
blaupunkt,65.0,510.0,4.5,LED
blaupunkt,65.0,467.0,4.5,LCD
blaupunkt,65.0,422.0,5.0,LED
blaupunkt,65.0,400.0,5.5,LED
blaupunkt,65.0,370.0,6.0,LED
blaupunkt,65.0,483.0,4.5,LED
blaupunkt,69.0,640.0,4.0,LED
blaupunkt,70.0,550.0,4.5,LED
blaupunkt,70.0,690.0,3.5,LED
blaupunkt,70.0,561.0,4.5,LCD
blaupunkt,74.0,485.0,6.0,LED
blaupunkt,75.0,692.0,4.0,LCD
blaupunkt,75.0,811.0,3.5,LCD
blaupunkt,75.0,656.0,4.5,LED
blaupunkt,75.0,682.0,4.5,LED
blaupunkt,75.0,648.0,4.5,LED
blaupunkt,75.0,758.0,4.0,LED
blaupunkt,75.0,758.0,4.0,LED
blaupunkt,85.0,722.0,5.0,LED
blaupunkt,85.0,980.0,3.5,LCD
blaupunkt,85.0,743.0,5.0,LCD
blaupunkt,86.0,988.0,4.0,LED
blaupunkt,98.0,1284.0,4.0,LED
brooklyn,32.0,125.0,5.0,LED
caixun,24.0,70.0,5.5,LED
caixun,24.0,70.0,5.5,LED
caixun,24.0,70.0,5.5,LED
caixun,24.0,70.0,5.5,LED
caixun,24.0,70.0,5.5,LED
caixun,24.0,68.0,6.0,LED
caixun,24.0,68.0,6.0,LED
caixun,24.0,68.0,6.0,LED
caixun,24.0,68.0,6.0,LED
caixun,24.0,68.0,6.0,LED
caixun,24.0,68.0,6.0,LED
caixun,24.0,68.0,6.0,LED
caixun,24.0,68.0,6.0,LED
caixun,32.0,119.0,5.0,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,110.0,5.5,LED
caixun,32.0,98.0,6.0,LCD
caixun,32.0,98.0,6.0,LCD
caixun,32.0,98.0,6.0,LCD
caixun,32.0,98.0,6.0,LCD
caixun,38.0,138.0,6.0,LED
caixun,38.0,138.0,6.0,LED
caixun,38.0,138.0,6.0,LED
caixun,38.0,138.0,6.0,LED
caixun,38.0,138.0,6.0,LED
caixun,38.0,138.0,6.0,LED
caixun,39.0,155.0,5.5,LCD
caixun,39.0,155.0,5.5,LCD
caixun,39.0,155.0,5.5,LCD
caixun,39.0,155.0,5.5,LCD
caixun,40.0,151.0,6.0,LED
caixun,40.0,151.0,6.0,LED
caixun,40.0,151.0,6.0,LED
caixun,40.0,151.0,6.0,LED
caixun,40.0,151.0,6.0,LED
caixun,40.0,151.0,6.0,LED
caixun,41.0,159.0,6.0,LED
caixun,41.0,159.0,6.0,LED
caixun,41.0,159.0,6.0,LED
caixun,41.0,159.0,6.0,LED
caixun,41.0,159.0,6.0,LED
caixun,41.0,159.0,6.0,LED
caixun,42.0,162.0,6.0,LED
caixun,42.0,162.0,6.0,LED
caixun,42.0,162.0,6.0,LED
caixun,42.0,162.0,6.0,LED
caixun,42.0,162.0,6.0,LED
caixun,42.0,162.0,6.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,196.0,5.0,LED
caixun,43.0,220.0,4.5,LCD
caixun,43.0,220.0,4.5,LCD
caixun,43.0,220.0,4.5,LCD
caixun,43.0,220.0,4.5,LCD
caixun,50.0,278.0,5.0,LED
caixun,50.0,278.0,5.0,LED
caixun,50.0,278.0,5.0,LED
caixun,50.0,278.0,5.0,LED
caixun,50.0,278.0,5.0,LED
caixun,50.0,278.0,5.0,LED
caixun,50.0,278.0,5.0,LED
caixun,55.0,307.0,5.0,LED
caixun,55.0,307.0,5.0,LED
caixun,55.0,307.0,5.0,LED
caixun,55.0,307.0,5.0,LED
caixun,55.0,307.0,5.0,LED
caixun,55.0,307.0,5.0,LED
caixun,55.0,307.0,5.0,LED
chiq,24.0,82.0,5.0,LCD
chiq,24.0,82.0,5.0,LED
chiq,24.0,78.0,5.0,LED
chiq,31.0,126.0,5.0,LED
chiq,31.0,104.0,6.0,LED
chiq,31.0,131.0,5.0,LED
chiq,31.0,112.0,5.5,LED
chiq,31.0,116.0,5.5,LED
chiq,32.0,150.0,4.0,LED
chiq,32.0,116.0,5.5,LED
chiq,39.0,184.0,5.0,LED
chiq,39.0,184.0,5.0,LED
chiq,39.0,185.0,5.0,LED
chiq,39.0,189.0,5.0,LED
chiq,39.0,189.0,5.0,LED
chiq,42.0,240.0,4.5,LED
chiq,42.0,240.0,4.5,LED
chiq,42.0,214.0,5.0,LED
chiq,49.0,276.0,5.0,LED
chiq,49.0,265.0,5.0,LED
chiq,49.0,265.0,5.0,LED
chiq,55.0,349.0,4.5,LED
chiq,55.0,415.0,4.0,LED
chiq,55.0,320.0,5.0,LED
chiq,55.0,349.0,4.5,LED
chiq,57.0,411.0,4.5,LED
chiq,57.0,349.0,5.0,LED
chiq,64.0,506.0,4.5,LED
chiq,64.0,506.0,4.5,LED
chiq,64.0,506.0,4.5,LED
chiq,64.0,579.0,4.0,LED
chiq,64.0,404.0,5.5,LED
chiq,65.0,572.0,4.0,LED
chiq,70.0,481.0,5.5,LED
chiq,75.0,532.0,5.5,LED
chiq,75.0,506.0,5.5,LED
chiq,75.0,608.0,5.0,LCD
chiq,85.0,974.0,4.0,LED
chiq,97.0,1233.0,4.0,LED
chiq,98.0,1233.0,4.0,LED
concentric care,24.0,110.0,3.5,LED
devanti,32.0,101.0,6.0,LED
devanti,39.0,182.0,5.0,LED
devanti,50.0,276.0,5.0,LED
devanti,65.0,395.0,5.5,LED
devanti,65.0,554.0,4.0,LED
devanti,75.0,760.0,4.0,LED
dgtec,39.0,149.0,6.0,LCD
dgtec,55.0,251.0,6.0,LED
dgtec,55.0,256.0,6.0,LCD
dgtec,65.0,362.0,6.0,LED
dgtec,65.0,371.0,6.0,LED
dynalink,24.0,76.0,5.5,LCD
eko,24.0,78.0,5.0,LCD
eko,24.0,110.0,3.5,LED
eko,24.0,70.0,5.5,LED
eko,31.0,130.0,5.0,LCD
eko,32.0,119.0,5.0,LED
eko,32.0,151.0,4.0,LED
eko,32.0,116.0,5.5,LED
eko,32.0,130.0,5.0,LED
eko,32.0,125.0,5.0,LED
eko,32.0,131.0,5.0,LED
eko,32.0,131.0,5.0,LED
eko,32.0,131.0,5.0,LED
eko,32.0,131.0,5.0,LCD
eko,32.0,134.0,4.5,LED
eko,32.0,118.0,5.5,LCD
eko,40.0,175.0,5.0,LCD
eko,40.0,180.0,5.0,LED
eko,40.0,210.0,4.5,LED
eko,40.0,186.0,5.0,LCD
eko,40.0,186.0,5.0,LCD
eko,40.0,182.0,5.0,LED
eko,40.0,185.0,5.0,LED
eko,41.0,230.0,4.5,LED
eko,41.0,230.0,4.5,LED
eko,42.0,260.0,3.5,LCD
eko,42.0,240.0,4.0,LED
eko,42.0,230.0,4.0,LED
eko,42.0,204.0,5.0,LED
eko,42.0,208.0,5.0,LED
eko,43.0,212.0,5.0,LED
eko,43.0,191.0,5.5,LCD
eko,46.0,245.0,5.0,LCD
eko,49.0,376.0,3.5,LCD
eko,49.0,273.0,5.0,LED
eko,50.0,210.0,6.0,LED
eko,50.0,330.0,4.0,LED
eko,50.0,381.0,3.5,LED
eko,50.0,317.0,4.5,LED
eko,50.0,284.0,5.0,LED
eko,55.0,380.0,4.5,LCD
eko,55.0,271.0,6.0,LED
eko,55.0,260.0,6.0,LED
eko,55.0,301.0,5.5,LCD
eko,55.0,339.0,5.0,LCD
eko,55.0,370.0,4.5,LED
eko,55.0,470.0,3.5,LED
eko,55.0,470.0,3.5,LED
eko,55.0,379.0,4.5,LED
eko,55.0,385.0,4.0,LCD
eko,55.0,349.0,4.5,LCD
eko,55.0,349.0,4.5,LCD
eko,55.0,404.0,4.0,LCD
eko,55.0,404.0,4.0,LCD
eko,55.0,275.0,5.5,OLED
eko,55.0,273.0,6.0,LED
eko,57.0,298.0,6.0,LED
eko,58.0,357.0,5.0,LED
eko,58.0,378.0,4.5,LED
eko,58.0,346.0,5.0,LCD
eko,64.0,725.0,3.0,LCD
eko,65.0,540.0,4.0,LCD
eko,65.0,540.0,4.0,LCD
eko,65.0,448.0,5.0,LED
eko,65.0,485.0,4.5,LED
eko,65.0,416.0,5.5,LCD
eko,65.0,520.0,4.5,LED
eko,65.0,554.0,4.0,LED
eko,65.0,422.0,5.0,LED
eko,65.0,496.0,4.5,LED
eko,65.0,462.0,5.0,LED
eko,65.0,581.0,4.0,LED
eko,65.0,581.0,4.0,LED
eko,65.0,370.0,6.0,LED
eko,65.0,858.0,2.0,LCD
eko,65.0,858.0,2.0,LCD
eko,65.0,465.0,5.0,LCD
eko,69.0,640.0,4.0,LED
eko,70.0,532.0,5.0,LCD
eko,70.0,592.0,4.5,LCD
eko,70.0,561.0,4.5,LCD
eko,70.0,572.0,4.5,LED
eko,70.0,850.0,2.5,LED
eko,70.0,590.0,4.5,LED
eko,75.0,811.0,3.5,LCD
eko,75.0,811.0,3.5,LCD
eko,75.0,590.0,5.0,LED
eko,75.0,832.0,3.5,LCD
eko,75.0,840.0,3.5,LCD
eko,75.0,610.0,5.0,LCD
eko,75.0,600.0,5.0,LCD
eko,75.0,682.0,4.5,LED
eko,75.0,758.0,4.0,LED
eko,75.0,758.0,4.0,LED
eko,85.0,1116.0,3.0,LED
elitelux,58.0,343.0,5.0,LED
englaon,22.0,102.0,4.0,LED
englaon,24.0,70.0,5.5,LED
englaon,24.0,95.0,4.5,LED
englaon,24.0,78.0,5.0,LED
englaon,24.0,78.0,5.0,LED
englaon,24.0,78.0,5.0,LED
englaon,24.0,108.0,4.0,LED
englaon,24.0,102.0,4.5,LED
englaon,24.0,102.0,4.5,LED
englaon,24.0,102.0,4.5,LED
englaon,30.0,158.0,4.0,LED
englaon,30.0,158.0,4.0,LED
englaon,30.0,158.0,4.0,LED
englaon,32.0,163.0,4.0,LED
englaon,32.0,148.0,4.5,LED
englaon,32.0,148.0,4.5,LED
englaon,32.0,150.0,4.5,LED
englaon,34.0,175.0,4.5,LED
englaon,34.0,175.0,4.5,LED
englaon,34.0,175.0,4.5,LED
englaon,40.0,140.0,6.0,LED
englaon,40.0,140.0,6.0,LED
englaon,40.0,140.0,6.0,LED
ffalcon,31.0,99.0,6.0,LED
ffalcon,31.0,110.0,5.5,LED
ffalcon,39.0,144.0,6.0,LED
ffalcon,39.0,180.0,5.0,LED
ffalcon,42.0,160.0,6.0,LED
ffalcon,42.0,170.0,6.0,LED
ffalcon,42.0,178.0,5.5,LED
ffalcon,42.0,170.0,6.0,LED
ffalcon,49.0,190.0,6.0,LED
ffalcon,49.0,204.0,6.0,LED
ffalcon,49.0,200.0,6.0,LED
ffalcon,55.0,190.0,7.0,LED
ffalcon,55.0,250.0,6.0,LED
ffalcon,55.0,240.0,6.0,LED
ffalcon,64.0,220.0,8.0,LED
ffalcon,64.0,300.0,6.0,LED
ffalcon,64.0,327.0,6.0,LED
ffalcon,64.0,350.0,6.0,LED
ffalcon,75.0,450.0,6.0,LED
ffalcon,75.0,500.0,5.5,LED
ffalcon,75.0,460.0,6.0,LED
furrion,24.0,85.0,5.0,LCD
furrion,24.0,120.0,3.5,LCD
furrion,24.0,96.0,4.5,LED
furrion,24.0,107.0,4.0,LED
gorilla,31.0,104.0,6.0,LED
gorilla,32.0,101.0,6.0,LED
gorilla,39.0,182.0,5.0,LED
gorilla,41.0,160.0,6.0,LED
gorilla,43.0,200.0,5.0,LED
gorilla,55.0,300.0,5.5,LED
hisense,32.0,104.0,6.0,LED
hisense,32.0,104.0,6.0,LED
hisense,32.0,104.0,6.0,LED
hisense,32.0,93.0,6.0,LED
hisense,32.0,93.0,6.0,LED
hisense,32.0,93.0,6.0,LED
hisense,32.0,93.0,6.0,LED
hisense,40.0,144.0,6.0,LED
hisense,40.0,135.0,6.0,LED
hisense,40.0,135.0,6.0,LED
hisense,40.0,121.0,7.0,LED
hisense,40.0,121.0,7.0,LED
hisense,40.0,121.0,7.0,LED
hisense,40.0,121.0,7.0,LED
hisense,42.0,229.0,4.5,LED
hisense,42.0,229.0,4.5,LED
hisense,42.0,229.0,4.5,LED
hisense,43.0,154.0,6.0,LED
hisense,43.0,264.0,4.0,LED
hisense,43.0,240.0,4.5,LED
hisense,43.0,242.0,4.5,LED
hisense,43.0,242.0,4.5,LED
hisense,43.0,242.0,4.5,LED
hisense,43.0,259.0,4.0,LED
hisense,43.0,259.0,4.0,LED
hisense,43.0,259.0,4.0,LED
hisense,49.0,212.0,6.0,LED
hisense,50.0,318.0,4.5,LED
hisense,50.0,284.0,5.0,LED
hisense,50.0,254.0,5.5,LED
hisense,50.0,284.0,5.0,LED
hisense,50.0,254.0,5.5,LED
hisense,50.0,227.0,6.0,LED
hisense,50.0,227.0,6.0,LED
hisense,50.0,227.0,6.0,LED
hisense,55.0,380.0,4.5,LED
hisense,55.0,378.0,4.5,LED
hisense,55.0,476.0,3.5,LED
hisense,55.0,378.0,4.5,LED
hisense,55.0,304.0,5.5,LED
hisense,55.0,468.0,3.5,LED
hisense,55.0,304.0,5.5,LED
hisense,55.0,304.0,5.5,LED
hisense,55.0,304.0,5.5,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,380.0,4.5,LED
hisense,55.0,380.0,4.5,LED
hisense,55.0,380.0,4.5,LED
hisense,55.0,476.0,3.5,LED
hisense,55.0,476.0,3.5,LED
hisense,55.0,476.0,3.5,LED
hisense,55.0,305.0,5.5,LED
hisense,55.0,305.0,5.5,LED
hisense,55.0,305.0,5.5,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,381.0,4.5,LED
hisense,55.0,381.0,4.5,LED
hisense,55.0,381.0,4.5,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,339.0,5.0,LED
hisense,55.0,239.0,6.0,LED
hisense,55.0,239.0,6.0,LED
hisense,55.0,239.0,6.0,LED
hisense,55.0,319.0,5.0,OLED
hisense,58.0,298.0,6.0,LED
hisense,58.0,335.0,5.5,LED
hisense,58.0,335.0,5.5,LED
hisense,58.0,299.0,6.0,LED
hisense,64.0,464.0,5.0,LED
hisense,64.0,464.0,5.0,LED
hisense,64.0,464.0,5.0,LED
hisense,65.0,638.0,3.5,LCD
hisense,65.0,416.0,5.5,LED
hisense,65.0,520.0,4.5,LED
hisense,65.0,648.0,3.5,LED
hisense,65.0,568.0,4.0,LED
hisense,65.0,458.0,5.0,LED
hisense,65.0,492.0,4.5,LED
hisense,65.0,812.0,2.5,LED
hisense,65.0,649.0,3.5,LED
hisense,65.0,416.0,5.5,LED
hisense,65.0,416.0,5.5,LED
hisense,65.0,416.0,5.5,LED
hisense,65.0,416.0,5.5,LED
hisense,65.0,464.0,5.0,LED
hisense,65.0,464.0,5.0,LED
hisense,65.0,464.0,5.0,LED
hisense,65.0,638.0,3.5,LED
hisense,65.0,638.0,3.5,LED
hisense,65.0,638.0,3.5,LED
hisense,65.0,649.0,3.5,LED
hisense,65.0,399.0,5.5,LED
hisense,65.0,399.0,5.5,LED
hisense,65.0,399.0,5.5,LED
hisense,65.0,459.0,5.0,LED
hisense,65.0,459.0,5.0,LED
hisense,65.0,459.0,5.0,LED
hisense,65.0,520.0,4.5,LED
hisense,65.0,520.0,4.5,LED
hisense,65.0,520.0,4.5,LED
hisense,65.0,555.0,4.0,LED
hisense,65.0,555.0,4.0,LED
hisense,65.0,555.0,4.0,LED
hisense,65.0,416.0,5.5,LED
hisense,65.0,416.0,5.5,LED
hisense,65.0,416.0,5.5,LED
hisense,65.0,369.0,6.0,LED
hisense,65.0,369.0,6.0,LED
hisense,65.0,369.0,6.0,LED
hisense,65.0,569.0,4.0,LED
hisense,65.0,639.0,3.5,LED
hisense,65.0,639.0,3.5,LED
hisense,65.0,639.0,3.5,LED
hisense,65.0,369.0,6.0,OLED
hisense,65.0,459.0,5.0,OLED
hisense,70.0,430.0,6.0,LED
hisense,70.0,430.0,6.0,LED
hisense,70.0,430.0,6.0,LED
hisense,70.0,422.0,6.0,LED
hisense,70.0,422.0,6.0,LED
hisense,70.0,415.0,6.0,LED
hisense,75.0,528.0,5.5,LED
hisense,75.0,683.0,4.5,LED
hisense,75.0,683.0,4.5,LED
hisense,75.0,528.0,5.5,LED
hisense,75.0,528.0,5.5,LED
hisense,75.0,528.0,5.5,LED
hisense,75.0,599.0,5.0,LED
hisense,75.0,599.0,5.0,LED
hisense,75.0,599.0,5.0,LED
hisense,75.0,955.0,3.0,LED
hisense,75.0,599.0,5.0,LED
hisense,75.0,599.0,5.0,LED
hisense,75.0,599.0,5.0,LED
hisense,75.0,482.0,6.0,LED
hisense,75.0,598.0,5.0,LED
hisense,75.0,1060.0,2.5,LED
hisense,75.0,684.0,4.5,LED
hisense,75.0,1190.0,2.0,LED
hisense,75.0,489.0,6.0,LED
hisense,75.0,489.0,6.0,LED
hisense,75.0,489.0,6.0,LED
hisense,75.0,612.0,5.0,LED
hisense,75.0,612.0,5.0,LED
hisense,75.0,612.0,5.0,LED
hisense,75.0,639.0,4.5,LED
hisense,75.0,639.0,4.5,LED
hisense,75.0,639.0,4.5,LED
hisense,75.0,719.0,4.0,LED
hisense,75.0,719.0,4.0,LED
hisense,75.0,719.0,4.0,LED
hisense,75.0,659.0,4.5,LED
hisense,75.0,659.0,4.5,LED
hisense,75.0,659.0,4.5,LED
hisense,75.0,547.0,5.5,LED
hisense,75.0,547.0,5.5,LED
hisense,75.0,547.0,5.5,LED
hisense,75.0,489.0,6.0,LED
hisense,75.0,489.0,6.0,LED
hisense,75.0,489.0,6.0,LED
hisense,75.0,720.0,4.0,LED
hisense,85.0,860.0,4.5,LED
hisense,85.0,762.0,5.0,LED
hisense,85.0,952.0,4.0,LED
hisense,85.0,952.0,4.0,LED
hisense,85.0,1088.0,3.5,LED
hisense,85.0,698.0,5.5,LED
hisense,85.0,698.0,5.5,LED
hisense,85.0,698.0,5.5,LED
hisense,85.0,698.0,5.5,LED
hisense,85.0,868.0,4.5,LED
hisense,85.0,868.0,4.5,LED
hisense,85.0,868.0,4.5,LED
hisense,85.0,696.0,5.5,LED
hisense,85.0,696.0,5.5,LED
hisense,85.0,696.0,5.5,LED
hisense,85.0,859.0,4.5,LED
hisense,85.0,859.0,4.5,LED
hisense,85.0,859.0,4.5,LED
hisense,85.0,780.0,5.0,LED
hisense,85.0,780.0,5.0,LED
hisense,85.0,780.0,5.0,LED
hisense,85.0,829.0,4.5,LED
hisense,85.0,829.0,4.5,LED
hisense,85.0,829.0,4.5,LED
hisense,85.0,780.0,5.0,LED
hisense,85.0,780.0,5.0,LED
hisense,85.0,780.0,5.0,LED
hisense,85.0,696.0,5.5,LED
hisense,85.0,696.0,5.5,LED
hisense,85.0,696.0,5.5,LED
hisense,85.0,1079.0,3.5,LED
hisense,98.0,1028.0,5.0,LED
hisense,98.0,1028.0,5.0,LED
hisense,98.0,1028.0,5.0,LED
hisense,100.0,846.0,6.0,LED
hisense,100.0,955.0,5.5,LED
hisense,100.0,955.0,5.5,LED
hisense,100.0,955.0,5.5,LED
hisense,100.0,999.0,5.0,LED
hitachi,31.0,104.0,6.0,LCD
hitachi,32.0,105.0,6.0,LCD
hitachi,40.0,151.0,6.0,LCD
hitachi,41.0,160.0,6.0,LED
hitachi,49.0,226.0,6.0,LED
hitachi,55.0,271.0,6.0,LED
hitachi,57.0,298.0,6.0,LCD
hitachi,65.0,370.0,6.0,LED
hitachi,74.0,485.0,6.0,LCD
